ID,Name,Rating,Review_Count,Address,Phone,Latitude,Longitude,Price
TSxdVJQIDR7fqPzAzlT79A,East Pole Coffee Co.,4.5,139,"255 Ottley Dr Ste 105 Atlanta, GA 30324",+14049396498,33.8108099,-84.37846,$
6LSnmy57Q2iUO5ObbrhsBQ,Moonbird Coffee,5.0,112,"5394 Peachtree Rd Atlanta, GA 30341",+16783327280,33.8922122049807,-84.3009664109111,$
_0jwczJo5LaSo8e6liyS4Q,Brash Coffee,4.5,44,"130 W Paces Ferry Rd NW Atlanta, GA 30305",+19144093991,33.842003,-84.386072,$$
FVHhIm3Qgtj1xlOUuD5yXA,Ébrìk Coffee Room,4.5,320,"22 Park Pl Atlanta, GA 30303",+14043300119,33.7555864,-84.3881041,$
byuYfWgUbep6tQiH3F5Yjw,Chattahoochee Coffee Company,4.5,358,"6640 Akers Mill Rd SE Atlanta, GA 30339",+17709550788,33.896601891727,-84.445083063173,$
nj3Xve9RSMwjdq1W0WMLTQ,Bellwood Coffee,5.0,20,"2011 Bolton Rd NW Ste 109 Atlanta, GA 30311",,33.81038,-84.47704,N/A
-bOmRRhtdCiRzhPGEV63xw,Spiller Park Coffee,4.0,125,"2929 N Druid Hills Rd NE Atlanta, GA 30329",+14048235737,33.815335,-84.311954,$$
iAEHBXtVepF7UxoqwNiVpg,Dancing Goats Coffee Bar,4.0,38,"3167 Peachtree Rd Atlanta, GA 30305",+14043432064,33.8405783477833,-84.3759589857926,$
Ijw2j7jhF2lKmsadz7-Nmw,Academy Coffee,5.0,44,"660 Irwin St NE Atlanta, GA 30312",+14046954833,33.7576891528157,-84.3653005646501,N/A
4upVxMjwp32xbEBBULewoQ,Dancing Goats Coffee Bar,4.0,392,"650 N Ave NE Atlanta, GA 30308",+14048740370,33.7714229890842,-84.3674024200388,$
UG6_dVkv1I5AV7NS3CG6Kg,Cultivate Food and Coffee,4.0,218,"1952 Howell Mill Rd NW Ste 200 Atlanta, GA 30318",+14046002964,33.8079396718363,-84.4128827,$$
sqsv0_YXfs7r1py-d1WBXQ,Taproom Coffee,4.5,192,"1963 Hosea L Williams Dr Ste R106 Atlanta, GA 30317",+14044645435,33.7518499,-84.3233922,$
gQjjITQHLhpn6VN99q8BsQ,Octane Westside,4.0,705,"1009 Marietta St NW Atlanta, GA 30318",+14048159886,33.7792577418896,-84.4101894792082,$
8HXijvCIDDcFIZQSQcM_8Q,Land of a Thousand Hills Coffee,4.0,177,"232 19th St Ste 7100 Atlanta, GA 30363",+14703440197,33.793206,-84.39557,$
nC06KAmCvwjK6GFIE414cw,Golden Drops Café,4.5,245,"1788 Clairmont Rd Decatur, GA 30033",+14049689981,33.8061978685091,-84.3107869103551,$
G5xZjhL9Wl8wcGjzLkR4Zg,Cultured South,4.5,27,"1038 White St Atlanta, GA 30310",+14045498314,33.73195,-84.42191,$
xLHs5CCZa3LaC4xVOeuQMg,SIP The Experience,4.0,278,"528 Main St NE Atlanta, GA 30324",+14048163001,33.8227371955403,-84.3698813994055,$
8ltgNjXYNMjOKkRjJf4mvA,Kula Coffee,5.0,2,"3423 Piedmont Rd NE Atlanta, GA 30305",,33.84866,-84.37333,N/A
awXPSwI2Vt2L0-GOtGahZg,Revelator Coffee,4.0,17,"3393 Peachtree Rd NE Atlanta, GA 30326",,33.84632,-84.36266,N/A
k9vdw3rNs4-4DFyeZfyU_Q,Brash Coffee,4.5,128,"1168 Howell Mill Rd NW Atlanta, GA 30318",+19144093991,33.7855442508317,-84.4119351323919,$$
hET8SBzJGUuhkcj823KJLQ,Waller's Coffee Shop,5.0,23,"240 Dekalb Industrial Way Decatur, GA 30030",+14049753060,33.78231,-84.27555,$
7UjM7QoTlSd9729TUqqhfg,Read Shop,4.5,73,"4300 Paces Ferry Rd SE Ste 125 Atlanta, GA 30339",+16787427853,33.865321,-84.466988,$
l8B1io0_hnPFDbKlBZYbsQ,Press and Grind,4.0,118,"992 N Highland Ave Atlanta, GA 30306",+14704475651,33.7817269,-84.3543679,$
rMSKhwrQ5A0BSFITDDV5dQ,The Warhorse Coffee Joint,4.0,18,"1200 Foster St NW Atlanta, GA 30318",+14077311557,33.7853716,-84.4170463,$
